stcd_code,state_name,district,cd_total_unins,cd_pct_unins,rep_name,rep_party,rep_photo_url,rep_contact_page,rep_phone,rep_twitter,rep_facebook,rep_oppose_aca,gender_male_pct,gender_female_pct,ethnicity_latino_pct,ethnicity_white_nonlatino_pct,ethnicity_asian_pct,ethnicity_black_pct,ethnicity_pacific_islander_pct,ethnicity_american_indian_pct,ethnicity_multiracial_other_pct,education_non_hs_grad_pct,education_hs_grad_pct,education_college_grad_pct,age_0-18,age_19-25,age_26-34,age_35-54,age_55-64
0503,Arkansas,03,105147.53700000001,0.14424341698229942,Steve Womack,republican,https://cdn.civil.services/us-house/headshots/512x512/steve-womack.jpg,http://womack.house.gov/contact/,202-225-4301,https://twitter.com/rep_stevewomack,https://www.facebook.com/RepSteveWomack/,Y,0.07894340353298335,0.06530001344931607,0.02079664047772234,0.10709682540993391,0.004334144474517772,0.005300222937092485,0.0009339962878570675,0.0011221164564810915,0.0046252342079595695,0.03140611330678406,0.10138774716410663,0.011468727435973767,3.695939710101242e-09,7.342924492561042e-09,8.913160492078144e-09,1.3633091546114836e-08,4.361841581694352e-09
0504,Arkansas,04,109284.40500000001,0.1757472818002435,Bruce Westerman,republican,https://cdn.civil.services/us-house/headshots/512x512/bruce-westerman.jpg,https://westerman.house.gov/contact,202-225-3772,https://twitter.com/RepWesterman,https://www.facebook.com/RepWesterman/,Y,0.09843199038639364,0.07731529141384982,0.012612256672675841,0.11595578357324465,0.002261309541078146,0.041636887359345925,0.0,0.00027654260750980576,0.002997664612504763,0.035015129709710255,0.1327510215043734,0.0079408967783644,1.597368414091756e-08,2.9870168312754895e-08,3.659878372101923e-08,6.397884827414502e-08,2.1732045161019726e-08
0401,Arizona,01,138304.75400000002,0.26583418513955337,Tom O'Halleran,democrat,https://cdn.civil.services/us-house/headshots/512x512/tom-ohalleran.jpg,https://ohalleran.house.gov/contact/email,202-225-3361,https://twitter.com/repohalleran,https://www.facebook.com/repohalleran,N,0.15510462996884294,0.11072955517071044,0.058518403919525945,0.11451370435180397,0.0029420045957171993,0.009495530612166445,0.001923504519794644,0.07392183180943633,0.004476970353683782,0.04630130493573493,0.1914159497642557,0.028116930439562763,2.382749603313517e-07,2.2698914719283494e-07,2.72841623384161e-07,4.990704052031285e-07,1.9421960036854412e-07
0402,Arizona,02,100693.03,0.16896618093218063,Martha McSally,republican,https://cdn.civil.services/us-house/headshots/512x512/martha-mcsally.jpg,https://mcsally.house.gov/contact,202-225-2542,https://twitter.com/RepMcSally,https://www.facebook.com/RepMcSally/,Y,0.09787818431173817,0.07108799662044246,0.07156994348554208,0.0734367585814584,0.0030174974309321806,0.008573018545615636,0.0006439683774767759,0.008005906300340978,0.0037290994116817916,0.02618727415527842,0.12035320331881277,0.02246779166051388,5.5440922776178974e-08,6.285629421605046e-08,6.459663980844287e-08,1.0636447127425066e-07,5.353201380152321e-08
0403,Arizona,03,72392.78,0.18185713747409407,Raul Grijalva,democrat,https://cdn.civil.services/us-house/headshots/512x512/raul-grijalva.jpg,https://grijalva.house.gov/email-raul,202-225-2435,https://twitter.com/RepRaulGrijalva,https://www.facebook.com/GrijalvaForCongress/,N,0.10983447586258872,0.07202266161150536,0.11394819558625888,0.048682542641462025,0.0011079367481002323,0.0071322423337310805,0.0006996852603152672,0.007169880650631163,0.0031329521371600833,0.04247250109652703,0.12442336665452491,0.01498398686177228,1.1506261802550376e-07,8.1712587845325e-08,7.622378027737651e-08,1.9643806272032247e-07,5.660190701175899e-08
0404,Arizona,04,94982.51000000001,0.19119439999194823,Paul Gosar,republican,https://cdn.civil.services/us-house/headshots/512x512/paul-gosar.jpg,http://paulgosar.house.gov/contact/,202-225-2315,https://twitter.com/RepGosar,https://www.facebook.com/repgosar/,Y,0.11119255288907676,0.08000184710287146,0.058607432474813044,0.10894009873889107,0.0025184708334591425,0.005096185436355768,0.0005021282607164065,0.010023894759302316,0.005631049389574968,0.035990796437090494,0.14067623996497478,0.014527363589882946,1.3061561364131952e-06,1.4737157490379217e-06,1.2884573061397515e-06,2.43908429865991e-06,6.108235376273575e-07
0405,Arizona,05,82341.756,0.13747891027663825,Andy Biggs,republican,https://cdn.civil.services/us-house/headshots/512x512/andy-biggs.jpg,https://biggs.house.gov/contact,202-225-2635,https://twitter.com/RepAndyBiggsAZ,https://www.facebook.com/RepAndyBiggs,N,0.07893879108292803,0.05854011919371022,0.028986586238043476,0.0881767221946736,0.0072627535199627355,0.005697484880814638,0.0,0.0026007098194980806,0.004802860375228946,0.0184030512187344,0.09492655170375715,0.02413472161030886,1.993928399690327e-08,2.0984044548064918e-08,2.4322292149135865e-08,3.3838002083048e-08,1.7523707780920733e-08
0406,Arizona,06,180104.07799999998,0.3185495235130565,David Schweikert,republican,https://cdn.civil.services/us-house/headshots/512x512/david-schweikert.jpg,https://schweikert.house.gov/contact,202-225-2190,https://twitter.com/RepDavid,https://www.facebook.com/repdavidschweikert/,Y,0.17547046609408054,0.143079057418976,0.14356334200938117,0.12128081915781729,0.007002916789885884,0.02309377717602779,0.001587804208791131,0.01770940970448612,0.004498469359094993,0.0714077555837761,0.22270105978549243,0.024496233160236865,8.426013017362658e-09,7.585161536778013e-09,6.440728772071471e-09,1.2848322658183637e-08,3.756594917450459e-09
0407,Arizona,07,111112.478,0.217538736537509,Ruben Gallego,democrat,https://cdn.civil.services/us-house/headshots/512x512/ruben-gallego.jpg,https://rubengallego.house.gov/contact,202-225-4065,https://twitter.com/RepRubenGallego,https://www.facebook.com/RepRubenGallego/,N,0.12089988497976588,0.0966388515577431,0.10979753163746572,0.0714419438417608,0.00885638187563507,0.01732844358822251,0.001009506773094009,0.005986968659144705,0.003185683458927778,0.04321226583537438,0.14716824777444296,0.027173552249442512,7.410360578059018e-08,7.696668814911357e-08,9.430265418837809e-08,9.79292595224564e-08,2.686223234600649e-08
0408,Arizona,08,1796.963,0.2889937278867803,Trent Franks,republican,https://cdn.civil.services/us-house/headshots/512x512/trent-franks.jpg,https://franks.house.gov/contact-me,202-225-4576,https://twitter.com/RepTrentFranks,https://www.facebook.com/TrentFranks/,Y,0.17166227436474749,0.11733145352203282,0.09450094901897717,0.12744623399807012,0.008380818108716628,0.030055347700225152,0.00028899372788678034,0.024275473142489547,0.004334905918301705,0.06849151350916693,0.1892908917658411,0.03121132261177228,1.5751532556054976e-06,1.8346955534041307e-06,1.6467511308602926e-06,3.1234573079904463e-06,7.696771589890498e-07
0409,Arizona,09,166149.651,0.23439456666187017,Kyrsten Sinema,democrat,https://cdn.civil.services/us-house/headshots/512x512/kyrsten-sinema.jpg,https://sinemaforms.house.gov/forms/writeyourrep/,202-225-9888,https://twitter.com/RepSinema,https://www.facebook.com/ksinemaaz/,N,0.13678017360752548,0.09761439305434469,0.09015721004844493,0.10757529924835578,0.006508680819247058,0.012852705879697425,0.0015203343801051287,0.00880758926480505,0.0070037708105850915,0.04302763705233577,0.1648669153751308,0.026495635355211145,1.0626776992155331e-06,1.5607247138106668e-06,3.5358653258315333e-06,2.7985428559924186e-06,2.4560350585311106e-06
0601,California,01,7417.2970000000005,0.16559423557778175,Doug LaMalfa,republican,https://cdn.civil.services/us-house/headshots/512x512/doug-lamalfa.jpg,https://lamalfa.house.gov/contact/email-me,202-225-3076,https://twitter.com/RepLaMalfa,https://www.facebook.com/RepLaMalfa/,Y,0.08826172756295766,0.0773325080148241,0.05663322856760136,0.016559423557778178,0.08279711778889087,0.005795798245222362,0.002152725062511163,0.0,0.0018215365913555994,0.02136165638953385,0.101674860644758,0.042557718543489914,2.949714289136491e-08,5.207148694087887e-08,6.65190671325678e-08,9.2705306230004e-08,6.049924205269742e-08
0602,California,02,0,,Jared Huffman,democrat,https://cdn.civil.services/us-house/headshots/512x512/jared-huffman.jpg,https://huffman.house.gov/contact/email-me,202-225-5161,https://twitter.com/RepHuffman,https://www.facebook.com/RepHuffman/,N,,,,,,,,,,,,,,,,,
0603,California,03,0,,John Garamendi,democrat,https://cdn.civil.services/us-house/headshots/512x512/john-garamendi.jpg,https://garamendi.house.gov/contact-me/email-me,202-225-1880,https://twitter.com/RepGaramendi,https://www.facebook.com/repgaramendi/,N,,,,,,,,,,,,,,,,,
0604,California,04,95837.379,0.14901063035832565,Tom McClintock,republican,https://cdn.civil.services/us-house/headshots/512x512/tom-mcclintock.jpg,https://mcclintock.house.gov/contact/email-me,202-225-2511,https://twitter.com/RepMcClintock,https://www.facebook.com/Congressman-Tom-McClintock-81125319109/,Y,0.0864592693848168,0.06255136097350884,0.04576812553369468,0.0736536640825427,0.01907913343222039,0.00642483359454442,0.0002239514069637632,0.0006440151004885268,0.0032284855494295337,0.024783672116338445,0.10268027415658362,0.021546684085403587,5.564695677797235e-09,7.38339535721648e-09,8.944036446480929e-09,1.5157730680463418e-08,6.50247307095159e-09
0605,California,05,28080.792,0.12345810104989186,Mike Thompson,democrat,https://cdn.civil.services/us-house/headshots/512x512/mike-thompson.jpg,https://mikethompsonforms.house.gov/contact/,202-225-3311,https://twitter.com/RepThompson,https://www.facebook.com/RepMikeThompson/,N,0.06718020500149482,0.05627789604839703,0.0578229092555792,0.018607591228039323,0.009180465399293038,0.03595117392680654,0.0004907589821149078,0.0,0.0013651595589399081,0.03510684735240842,0.07590729873555739,0.012443954961926034,2.0848126458232562e-08,4.88682679285793e-08,5.52304466881297e-08,8.081482665687642e-08,1.742129848950843e-08
0606,California,06,279.784,0.3391321212121212,Doris Matsui,democrat,https://cdn.civil.services/us-house/headshots/512x512/doris-matsui.jpg,https://matsui.house.gov/email-representative-matsui,202-225-7163,https://twitter.com/DorisMatsui,https://www.facebook.com/doris.matsui/,N,0.1936444412121212,0.14548767999999998,0.23162723878787878,0.07630472727272727,0.010173963636363635,0.009156567272727274,0.0003391321212121212,0.005086981818181817,0.006782642424242424,0.11428752484848485,0.20856625454545455,0.01627834181818182,7.494959314934726e-05,9.661132527343605e-05,7.538282779182901e-05,0.00014773301308628563,3.8557883180878064e-05
0607,California,07,58508.216,0.2719769061276857,Ami Bera,democrat,https://cdn.civil.services/us-house/headshots/512x512/ami-bera.jpg,https://bera.house.gov/connect-with-me/email-ami,202-225-5716,https://twitter.com/RepBera,https://www.facebook.com/RepAmiBera/,N,0.15319542555387178,0.11878148057381392,0.1664976224096094,0.08101093147144411,0.00981987653517539,0.005682807114102696,0.0003826815295506736,0.002529788863993455,0.006103765863091642,0.07925729954165543,0.16394465856583706,0.028774948020193196,5.2459148792016755e-09,8.629047018435914e-09,6.410953448056624e-09,9.312234039790697e-09,3.3005922193503543e-09
0608,California,08,4419.3240000000005,0.13494943202638332,Paul Cook,republican,https://cdn.civil.services/us-house/headshots/512x512/paul-cook.jpg,http://cookforms.house.gov/contact/,202-225-5861,https://twitter.com/RepPaulCook,https://www.facebook.com/RepPaulCook,Y,0.07827067057530232,0.056678761451080986,0.014304639794796629,0.10580035470868451,0.006747471601319166,0.002698988640527666,0.0,0.0018892920483693661,0.0035086852326859665,0.014034740930743866,0.10782459618908027,0.013090094906559178,8.015255388484366e-08,1.409579395905871e-07,1.6721481069079455e-07,2.1350982026221286e-07,8.844419739017233e-08
0609,California,09,0,,Jerry McNerney,democrat,https://cdn.civil.services/us-house/headshots/512x512/jerry-mcnerney.jpg,https://mcnerney.house.gov/contact/email-me,202-225-1947,https://twitter.com/RepMcNerney,https://www.facebook.com/jerrymcnerney/,N,,,,,,,,,,,,,,,,,
0610,California,10,0,,Jeff Denham,republican,https://cdn.civil.services/us-house/headshots/512x512/jeff-denham.jpg,http://denham.house.gov/contact-me,202-225-4540,https://twitter.com/RepJeffDenham,https://www.facebook.com/RepJeffDenham/,Y,,,,,,,,,,,,,,,,,
0611,California,11,31623.208,0.11621693096414987,Mark DeSaulnier,democrat,https://cdn.civil.services/us-house/headshots/512x512/mark-desaulnier.jpg,https://desaulnier.house.gov/contact,202-225-2095,https://twitter.com/RepDeSaulnier,https://www.facebook.com/RepMarkDeSaulnier/,N,0.0701200419396924,0.046096889024457466,0.03112087114900498,0.039481954245603725,0.020873794248543756,0.019158437323827198,0.0008573891990224362,0.0013700850774517191,0.003238182789731905,0.019600886995828817,0.08140497634369086,0.015151498708219253,1.1862694803368619e-08,2.6079434209327475e-08,2.8802595282006914e-08,4.121401442669113e-08,1.008828000118479e-08
0612,California,12,70371.0,0.28844947799461396,Nancy Pelosi,democrat,https://cdn.civil.services/us-house/headshots/512x512/nancy-pelosi.jpg,http://www.democraticleader.gov/contact-us/,202-225-4965,https://twitter.com/NancyPelosi,https://www.facebook.com/NancyPelosi/,N,0.15528820763804346,0.13316127035657047,0.23906167738550518,0.01910110959448769,0.02498102991027328,0.0032625193164537245,0.001509962576292307,0.00013329480290043982,0.00039988440870131946,0.10664577825325972,0.16245999598299743,0.01918854908326263,4.027071286325156e-09,4.967630333049564e-09,4.1234500967546994e-09,8.74723769645091e-09,1.5684658877681101e-09
0613,California,13,0,,Barbara Lee,democrat,https://cdn.civil.services/us-house/headshots/512x512/barbara-lee.jpg,https://lee.house.gov/contact/email-me,202-225-2661,https://twitter.com/RepBarbaraLee,https://www.facebook.com/RepBarbaraLee/,N,,,,,,,,,,,,,,,,,
0614,California,14,155687.548,0.2592308171335803,Jackie Speier,democrat,https://cdn.civil.services/us-house/headshots/512x512/jackie-speier.jpg,https://speier.house.gov/contact,202-225-3531,https://twitter.com/RepSpeier,https://www.facebook.com/JackieSpeier/,N,0.13223380859676143,0.12699700853681886,0.14163645156724805,0.07316003965533031,0.018943849517545686,0.01531713444615577,0.0005281073904175167,0.002570185971777047,0.007106947472005994,0.05578770831286684,0.1708624391225076,0.03253711310660617,8.694466943016428e-09,1.1518799522121802e-08,1.198112557290768e-08,1.8766450314828215e-08,6.863288491603067e-09
0615,California,15,0,,Eric Swalwell,democrat,https://cdn.civil.services/us-house/headshots/512x512/eric-swalwell.jpg,https://swalwell.house.gov/contact,202-225-5065,https://twitter.com/RepSwalwell,https://www.facebook.com/RepBarbaraLee/,N,,,,,,,,,,,,,,,,,
0616,California,16,1361.884,0.12230660080826224,Jim Costa,democrat,https://cdn.civil.services/us-house/headshots/512x512/jim-costa.jpg,https://costa.house.gov/contact,202-225-3341,https://twitter.com/RepJimCosta,https://www.facebook.com/RepJimCosta/,N,0.0710438742703188,0.051262726537943414,0.05887501176470589,0.015046712887292323,0.0355381815895824,0.01061090902559497,0.0002013435114503817,0.0001640757970363718,0.0018703662325999105,0.026618835383924563,0.08587922945666816,0.00980853596766951,3.6483938770443564e-06,6.89468948550036e-06,7.2963617000597155e-06,9.093386556138992e-06,2.917164573679312e-06
0617,California,17,0,,Ro Khanna,democrat,https://cdn.civil.services/us-house/headshots/512x512/ro-khanna.jpg,https://khanna.house.gov/contact/email,202-225-2631,https://twitter.com/RepRoKhanna,https://www.facebook.com/RepRoKhanna,N,,,,,,,,,,,,,,,,,
0618,California,18,25342.452,0.2149924666598799,Anna Eshoo,democrat,https://cdn.civil.services/us-house/headshots/512x512/anna-eshoo.jpg,http://eshoo.house.gov/contact/,202-225-8104,https://twitter.com/RepAnnaEshoo,https://www.facebook.com/RepAnnaEshoo/,N,0.11673579356272694,0.09825667309715296,0.12871046777970072,0.03308507400997659,0.024176520886355156,0.02015704621805966,0.0005046735891954257,3.070650514099562e-05,0.00810110643387967,0.0511873500967118,0.14957258156028372,0.014232535002884388,1.4784910421412977e-07,2.384417957657857e-07,1.871937627066357e-07,3.7124555779500805e-07,1.3414527685602622e-07
0619,California,19,0,,Zoe Lofgren,democrat,https://cdn.civil.services/us-house/headshots/512x512/zoe-lofgren.jpg,https://lofgren.house.gov/contact/,202-225-3072,https://twitter.com/RepZoeLofgren,https://www.facebook.com/zoelofgren/,N,,,,,,,,,,,,,,,,,
0620,California,20,0,,Jimmy Panetta,democrat,https://cdn.civil.services/us-house/headshots/512x512/jimmy-panetta.jpg,https://panetta.house.gov/contact/email,202-225-2861,https://twitter.com/RepJimmyPanetta,https://www.facebook.com/JimmyPanettaForCongress,N,,,,,,,,,,,,,,,,,
0621,California,21,67071.60800000001,0.22760364591463458,David Valadao,republican,https://cdn.civil.services/us-house/headshots/512x512/david-valadao.jpg,http://www.valadao.house.gov/contact/,202-225-4695,https://twitter.com/RepDavidValadao,https://www.facebook.com/CongressmanDavidValadao/,Y,0.12394345569182111,0.10366019022281345,0.14481205592393262,0.04400502688285157,0.02236387186361076,0.010120724350664776,0.0005113444140542815,0.0009400107232783369,0.004850611756242238,0.08143160071398031,0.13133035884975872,0.014841686350895528,3.392708296915715e-09,5.266575357212044e-09,5.3973951870647586e-09,7.0659906571795056e-09,2.4612997953476803e-09
0622,California,22,18522.507999999998,0.11189548974832964,Devin Nunes,republican,https://cdn.civil.services/us-house/headshots/512x512/devin-nunes.jpg,https://nunes.house.gov/contactform/,202-225-2523,,https://www.facebook.com/devinnunesforcongress/,Y,0.0668016073797528,0.04509388236857684,0.04520577785832517,0.013986936218541204,0.04061806277864366,0.010518176036342985,0.0,0.0002237909794966593,0.0013427458769799557,0.015105891116024502,0.08604763161646549,0.010741967015839645,3.0005497144658634e-09,8.055823689924653e-09,7.860135665068187e-09,1.0632382683868168e-08,3.033164385275275e-09
0623,California,23,0,,Kevin McCarthy,republican,https://cdn.civil.services/us-house/headshots/512x512/kevin-mccarthy.jpg,,202-225-2915,https://twitter.com/GOPLeader,https://www.facebook.com/CongressmanKevinMcCarthy/,Y,,,,,,,,,,,,,,,,,
0624,California,24,0,,Salud Carbajal,democrat,https://cdn.civil.services/us-house/headshots/512x512/salud-carbajal.jpg,https://carbajal.house.gov/contact/email,202-225-3601,https://twitter.com/RepCarbajal,https://www.facebook.com/repsaludcarbajal/,N,,,,,,,,,,,,,,,,,
0625,California,25,43069.016,0.13203497305284587,Steve Knight,republican,https://cdn.civil.services/us-house/headshots/512x512/steve-knight.jpg,http://knight.house.gov/contact/email/,202-225-1956,https://twitter.com/SteveKnight25,https://www.facebook.com/RepresentativeSteveKnight,Y,0.07653223232800113,0.055502740724844714,0.0351787295413159,0.08757955130995666,0.00144532394832523,0.004692772276620662,0.0,0.0012222452896129298,0.0019163506870144764,0.018268878323942195,0.10424714195846642,0.009438656995530266,4.86421030645905e-09,6.176026914098336e-09,6.078814179817242e-09,9.332133553431229e-09,3.411628230505518e-09
0626,California,26,0,,Julia Brownley,democrat,https://cdn.civil.services/us-house/headshots/512x512/julia-brownley.jpg,https://juliabrownley.house.gov/contact/email-me,202-225-5811,https://twitter.com/JuliaBrownley26,https://www.facebook.com/RepJuliaBrownley/,N,,,,,,,,,,,,,,,,,
0627,California,27,119.574,0.12188990825688073,Judy Chu,democrat,https://cdn.civil.services/us-house/headshots/512x512/judy-chu.jpg,https://chu.house.gov/contact/email,202-225-5464,https://twitter.com/RepJudyChu,https://www.facebook.com/RepJudyChu/,N,0.06850212844036699,0.053387779816513756,0.026693889908256878,0.09263633027522936,0.0,0.0012188990825688073,0.0,0.0006094495412844037,0.0007313394495412844,0.019014825688073396,0.09312388990825687,0.009751192660550459,0.00012446495626923762,0.00015856494428820685,0.0001781724373991141,0.0002676849059489083,0.00012275995686828917
0628,California,28,68.328,0.13319298245614036,Adam Schiff,democrat,https://cdn.civil.services/us-house/headshots/512x512/adam-schiff.jpg,,202-225-4176,https://twitter.com/RepAdamSchiff,https://www.facebook.com/RepAdamSchiff/,N,0.07485445614035088,0.058338526315789466,0.029169263157894733,0.10122666666666667,0.0,0.0013319298245614035,0.0,0.0006659649122807017,0.0007991578947368421,0.020778105263157896,0.10175943859649124,0.010655438596491228,0.00041652088435714164,0.0005306361951399202,0.0005962524988400177,0.0008958051896448114,0.0004108151188180028
0629,California,29,17.082,0.1779375,Tony Cardenas,democrat,https://cdn.civil.services/us-house/headshots/512x512/tony-cardenas.jpg,https://cardenas.house.gov/contact-me/email-me,202-225-6131,https://twitter.com/RepCardenas,https://www.facebook.com/repcardenas/,N,0.100000875,0.077936625,0.0389683125,0.1352325,0.0,0.001779375,0.0,0.0008896875,0.001067625,0.02775825,0.13594425000000002,0.014235,0.008903133903133903,0.011342348671115795,0.01274489716270538,0.019147835928657844,0.008781173164734809
0630,California,30,0,,Brad Sherman,democrat,https://cdn.civil.services/us-house/headshots/512x512/brad-sherman.jpg,https://sherman.house.gov/contact/contact-congressman-sherman-form,202-225-5911,https://twitter.com/BradSherman,https://www.facebook.com/CongressmanBradSherman/,N,,,,,,,,,,,,,,,,,
0631,California,31,0,,Pete Aguilar,democrat,https://cdn.civil.services/us-house/headshots/512x512/pete-aguilar.jpg,https://aguilar.house.gov/contact/email,202-225-3201,,https://www.facebook.com/reppeteaguilar,N,,,,,,,,,,,,,,,,,
0632,California,32,17.082,0.15116814159292036,Grace Napolitano,democrat,https://cdn.civil.services/us-house/headshots/512x512/grace-napolitano.jpg,https://napolitano.house.gov/contact-me/email-me,202-225-5256,https://twitter.com/gracenapolitano,https://www.facebook.com/RepGraceNapolitano/,N,0.08495649557522124,0.0662116460176991,0.03310582300884955,0.11488778761061948,0.0,0.0015116814159292036,0.0,0.0007558407079646018,0.0009070088495575222,0.023582230088495578,0.11549246017699116,0.012093451327433629,0.00756372437788367,0.009635977632098374,0.010827523253271827,0.016267188045585426,0.007460111715172935
